FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210609;2200;;85;;
210609;2300;;33;;
210610;0000;;35;;
210610;0100;;34;;
210610;0200;;6;;
210610;0300;;8;;
210610;0400;;9;;
210610;0500;;10;;
210610;0600;;12;;
210610;0700;;10;;
210610;0800;;12;;
210610;0900;;16;;
210610;1000;;33;;
210610;1100;;29;;
210610;1200;;15;;
210610;1300;;9;;
210610;1400;;10;;
210610;1500;;10;;
210610;1600;;15;;
210610;1700;;14;;
210610;1800;;24;;
210610;1900;;33;;
210610;2000;;13;;
210610;2100;;23;;
210610;2200;;20;;
210610;2300;;26;;
210611;0000;;16;;
210611;0100;;12;;
210611;0200;;9;;
210611;0300;;9;;
210611;0400;;8;;
210611;0500;;4;;
210611;0600;;12;;
210611;0700;;9;;
210611;0800;;10;;
210611;0900;;8;;
210611;1000;;12;;
210611;1100;;14;;
210611;1200;;18;;
210611;1300;;22;;
210611;1400;;19;;
210611;1500;;16;;
210611;1600;;17;;
210611;1700;;24;;
210611;1800;;113;;
210611;1900;;106;;
210611;2000;;140;;
210611;2100;;177;;
210611;2200;;20;;
210611;2300;;183;;
210612;0000;;186;;
210612;0100;;35;;
210612;0200;;25;;
210612;0300;;20;;
210612;0400;;14;;
210612;0500;;14;;
210612;0600;;15;;
210612;0700;;10;;
210612;0800;;16;;
210612;0900;;13;;
210612;1000;;11;;
210612;1100;;16;;
210612;1200;;29;;
210612;1300;;55;;
210612;1400;;27;;
210612;1500;;22;;
210612;1600;;12;;
210612;1700;;20;;
210612;1800;;25;;
210612;1900;;32;;
210612;2000;;37;;
210612;2100;;99;;
210612;2200;;72;;
210612;2300;;78;;
210613;0000;;147;;
210613;0100;;60;;
210613;0200;;84;;
210613;0300;;26;;
210613;0400;;52;;
210613;0500;;94;;
210613;0600;;15;;
210613;0700;;35;;
210613;0800;;29;;
210613;0900;;31;;
210613;1000;;47;;
210613;1100;;29;;
210613;1200;;25;;
210613;1300;;30;;
210613;1400;;18;;
210613;1500;;22;;
210613;1600;;30;;
210613;1700;;29;;
210613;1800;;28;;
210613;1900;;57;;
210613;2000;;35;;
210613;2100;;30;;
210613;2200;;10;;
210613;2300;;10;;
210614;0000;;12;;
210614;0100;;12;;
210614;0200;;9;;
210614;0300;;8;;
210614;0400;;6;;
210614;0500;;9;;
210614;0600;;9;;
210614;0700;;7;;
210614;0800;;7;;
210614;0900;;9;;
210614;1000;;10;;
210614;1100;;9;;
210614;1200;;7;;
210614;1300;;12;;
210614;1400;;14;;
210614;1500;;18;;
210614;1600;;15;;
210614;1700;;17;;
210614;1800;;18;;
210614;1900;;21;;
210614;2000;;16;;
210614;2100;;23;;
210614;2200;;29;;
210614;2300;;28;;
210615;0000;;26;;
210615;0100;;32;;
210615;0200;;28;;
210615;0300;;20;;
210615;0400;;24;;
210615;0500;;19;;
210615;0600;;18;;
210615;0700;;26;;
210615;0800;;33;;
210615;0900;;44;;
210615;1000;;37;;
210615;1100;;33;;
210615;1200;;36;;
210615;1300;;31;;
210615;1400;;28;;
210615;1500;;29;;
210615;1600;;28;;
210615;1700;;42;;
210615;1800;;110;;
210615;1900;;96;;
210615;2000;;81;;
210615;2100;;49;;
210615;2200;;43;;
210615;2300;;55;;
210616;0000;;55;;
210616;0100;;45;;
210616;0200;;33;;
210616;0300;;26;;
210616;0400;;35;;
210616;0500;;22;;
210616;0600;;25;;
210616;0700;;32;;
210616;0800;;86;;
210616;0900;;63;;
210616;1000;;48;;
210616;1100;;34;;
210616;1200;;29;;
210616;1300;;26;;
210616;1400;;32;;
210616;1500;;26;;
210616;1600;;23;;
210616;1700;;36;;
210616;1800;;43;;
210616;1900;;51;;
210616;2000;;178;;
210616;2100;;298;;
210616;2200;;243;;
210616;2300;;209;;
210617;0000;;180;;
210617;0100;;215;;
210617;0200;;128;;
210617;0300;;94;;
210617;0400;;93;;
210617;0500;;69;;
210617;0600;;57;;
210617;0700;;66;;
210617;0800;;38;;
210617;0900;;22;;
210617;1000;;;22;
210617;1100;;;;
210617;1200;;50;;
210617;1300;;64;;
210617;1400;;52;;
210617;1500;;57;;
210617;1600;;47;;
210617;1700;;64;;
210617;1800;;69;;
210617;1900;;72;;
210617;2000;;202;;
210617;2100;;161;;
210617;2200;;88;;
210617;2300;;95;;
210618;0000;;190;;
210618;0100;;170;;
210618;0200;;139;;
210618;0300;;132;;
210618;0400;;44;;
210618;0500;;36;;
210618;0600;;57;;
210618;0700;;77;;
210618;0800;;98;;
210618;0900;;125;;
210618;1000;;155;;
210618;1100;;135;;
210618;1200;;100;;
210618;1300;;41;;
210618;1400;;35;;
210618;1500;;31;;
210618;1600;;27;;
210618;1700;;56;;
210618;1800;;62;;
210618;1900;;75;;
210618;2000;;66;;
210618;2100;;52;;
210618;2200;;86;;
210618;2300;;86;;
210619;0000;;74;;
210619;0100;;60;;
210619;0200;;46;;
210619;0300;;29;;
210619;0400;;35;;
210619;0500;;41;;
210619;0600;;43;;
210619;0700;;33;;
210619;0800;;32;;
210619;0900;;32;;
210619;1000;;31;;
210619;1100;;38;;
210619;1200;;48;;
210619;1300;;38;;
210619;1400;;30;;
210619;1500;;26;;
210619;1600;;28;;
210619;1700;;32;;
210619;1800;;62;;
210619;1900;;39;;
210619;2000;;123;;
210619;2100;;76;;
210619;2200;;167;;
210619;2300;;115;;
210620;0000;;143;;
210620;0100;;122;;
210620;0200;;97;;
210620;0300;;148;;
210620;0400;;106;;
210620;0500;;28;;
210620;0600;;23;;
210620;0700;;25;;
210620;0800;;26;;
210620;0900;;28;;
210620;1000;;38;;
210620;1100;;51;;
210620;1200;;45;;
210620;1300;;37;;
210620;1400;;33;;
210620;1500;;26;;
210620;1600;;34;;
210620;1700;;63;;
210620;1800;;86;;
210620;1900;;121;;
210620;2000;;204;;
210620;2100;;252;;
210620;2200;;248;;
210620;2300;;246;;
210621;0000;;93;;
210621;0100;;42;;
210621;0200;;25;;
210621;0300;;49;;
210621;0400;;65;;
210621;0500;;62;;
210621;0600;;43;;
210621;0700;;33;;
210621;0800;;35;;
210621;0900;;28;;
210621;1000;;22;;
210621;1100;;22;;
210621;1200;;19;;
210621;1300;;14;;
210621;1400;;18;;
210621;1500;;14;;
210621;1600;;30;;
210621;1700;;55;;
210621;1800;;134;;
210621;1900;;57;;
210621;2000;;51;;
210621;2100;;49;;
210621;2200;;72;;
210621;2300;;246;;
210622;0000;;189;;
210622;0100;;131;;
210622;0200;;99;;
210622;0300;;115;;
210622;0400;;101;;
210622;0500;;81;;
210622;0600;;60;;
210622;0700;;57;;
210622;0800;;25;;
210622;0900;;37;;
210622;1000;;31;;
210622;1100;;30;;
210622;1200;;17;;
210622;1300;;11;;
210622;1400;;11;;
210622;1500;;14;;
210622;1600;;27;;
210622;1700;;41;;
210622;1800;;70;;
210622;1900;;44;;
210622;2000;;42;;
210622;2100;;40;;
210622;2200;;52;;
210622;2300;;29;;
210623;0000;;20;;
210623;0100;;20;;
210623;0200;;6;;
210623;0300;;9;;
210623;0400;;15;;
210623;0500;;12;;
210623;0600;;16;;
210623;0700;;9;;
210623;0800;;21;;
210623;0900;;21;;
210623;1000;;20;;
210623;1100;;21;;
210623;1200;;20;;
210623;1300;;20;;
210623;1400;;24;;
210623;1500;;28;;
210623;1600;;32;;
210623;1700;;21;;
210623;1800;;40;;
210623;1900;;32;;
210623;2000;;22;;
210623;2100;;21;;
210623;2200;;26;;
210623;2300;;28;;
210624;0000;;29;;
210624;0100;;18;;
210624;0200;;46;;
210624;0300;;21;;
210624;0400;;12;;
210624;0500;;28;;
210624;0600;;33;;
210624;0700;;48;;
210624;0800;;60;;
210624;0900;;48;;
210624;1000;;56;;
210624;1100;;32;;
210624;1200;;26;;
210624;1300;;32;;
210624;1400;;26;;
210624;1500;;37;;
210624;1600;;32;;
210624;1700;;69;;
210624;1800;;78;;
210624;1900;;114;;
210624;2000;;91;;
210624;2100;;67;;
210624;2200;;58;;
210624;2300;;57;;
210625;0000;;54;;
210625;0100;;19;;
210625;0200;;14;;
210625;0300;;9;;
210625;0400;;4;;
210625;0500;;2;;
210625;0600;;5;;
210625;0700;;12;;
210625;0800;;14;;
210625;0900;;29;;
210625;1000;;23;;
210625;1100;;16;;
210625;1200;;16;;
210625;1300;;15;;
210625;1400;;11;;
210625;1500;;11;;
210625;1600;;12;;
210625;1700;;21;;
210625;1800;;21;;
210625;1900;;64;;
210625;2000;;47;;
210625;2100;;135;;
210625;2200;;239;;
210625;2300;;169;;
210626;0000;;27;;
210626;0100;;23;;
210626;0200;;14;;
210626;0300;;14;;
210626;0400;;7;;
210626;0500;;4;;
210626;0600;;8;;
210626;0700;;16;;
210626;0800;;14;;
210626;0900;;11;;
210626;1000;;13;;
210626;1100;;12;;
210626;1200;;11;;
210626;1300;;13;;
210626;1400;;12;;
210626;1500;;10;;
210626;1600;;11;;
210626;1700;;13;;
210626;1800;;32;;
210626;1900;;104;;
210626;2000;;263;;
210626;2100;;193;;
210626;2200;;121;;
210626;2300;;225;;
210627;0000;;130;;
210627;0100;;87;;
210627;0200;;18;;
210627;0300;;21;;
210627;0400;;21;;
210627;0500;;12;;
210627;0600;;15;;
210627;0700;;18;;
210627;0800;;18;;
210627;0900;;15;;
210627;1000;;25;;
210627;1100;;20;;
210627;1200;;21;;
210627;1300;;32;;
210627;1400;;30;;
210627;1500;;25;;
210627;1600;;28;;
210627;1700;;30;;
210627;1800;;34;;
210627;1900;;40;;
210627;2000;;39;;
210627;2100;;49;;
210627;2200;;212;;
210627;2300;;168;;
210628;0000;;152;;
210628;0100;;98;;
210628;0200;;98;;
210628;0300;;84;;
210628;0400;;79;;
210628;0500;;33;;
210628;0600;;28;;
210628;0700;;42;;
210628;0800;;44;;
210628;0900;;44;;
210628;1000;;22;;
210628;1100;;35;;
210628;1200;;32;;
210628;1300;;41;;
210628;1400;;39;;
210628;1500;;40;;
210628;1600;;27;;
210628;1700;;63;;
210628;1800;;77;;
210628;1900;;64;;
210628;2000;;169;;
210628;2100;;378;;
210628;2200;;255;;
210628;2300;;239;;
210629;0000;;325;;
210629;0100;;424;;
210629;0200;;259;;
210629;0300;;107;;
210629;0400;;94;;
210629;0500;;62;;
210629;0600;;55;;
210629;0700;;109;;
210629;0800;;248;;
210629;0900;;144;;
210629;1000;;90;;
210629;1100;;113;;
210629;1200;;80;;
210629;1300;;70;;
210629;1400;;137;;
210629;1500;;176;;
210629;1600;;145;;
210629;1700;;72;;
210629;1800;;60;;
210629;1900;;52;;
210629;2000;;47;;
210629;2100;;168;;
210629;2200;;152;;
210629;2300;;104;;
210630;0000;;156;;
210630;0100;;151;;
210630;0200;;110;;
210630;0300;;123;;
210630;0400;;122;;
210630;0500;;80;;
210630;0600;;92;;
210630;0700;;98;;
210630;0800;;118;;
210630;0900;;279;;
210630;1000;;113;;
210630;1100;;141;;
210630;1200;;96;;
210630;1300;;45;;
210630;1400;;84;;
210630;1500;;93;;
210630;1600;;127;;
210630;1700;;144;;
210630;1800;;137;;
210630;1900;;125;;
210630;2000;;325;;
210630;2100;;306;;
210630;2200;;256;;
210630;2300;;178;;
210701;0000;;147;;
210701;0100;;201;;
210701;0200;;196;;
210701;0300;;230;;
210701;0400;;204;;
210701;0500;;206;;
210701;0600;;175;;
210701;0700;;120;;
210701;0800;;140;;
210701;0900;;214;;
210701;1000;;88;;
210701;1100;;74;;
210701;1200;;79;;
210701;1300;;90;;
210701;1400;;63;;
210701;1500;;52;;
210701;1600;;34;;
210701;1700;;36;;
210701;1800;;38;;
210701;1900;;62;;
210701;2000;;126;;
210701;2100;;174;;
210701;2200;;188;;
210701;2300;;253;;
210702;0000;;351;;
210702;0100;;175;;
210702;0200;;106;;
210702;0300;;25;;
210702;0400;;29;;
210702;0500;;22;;
210702;0600;;26;;
210702;0700;;20;;
210702;0800;;20;;
210702;0900;;21;;
210702;1000;;19;;
210702;1100;;17;;
210702;1200;;15;;
210702;1300;;20;;
210702;1400;;18;;
210702;1500;;12;;
210702;1600;;18;;
210702;1700;;21;;
210702;1800;;44;;
210702;1900;;33;;
210702;2000;;25;;
210702;2100;;24;;
210702;2200;;22;;
210702;2300;;21;;
210703;0000;;23;;
210703;0100;;15;;
210703;0200;;20;;
210703;0300;;21;;
210703;0400;;15;;
210703;0500;;14;;
210703;0600;;16;;
210703;0700;;19;;
210703;0800;;10;;
210703;0900;;16;;
210703;1000;;41;;
210703;1100;;44;;
210703;1200;;38;;
210703;1300;;17;;
210703;1400;;16;;
210703;1500;;16;;
210703;1600;;31;;
210703;1700;;59;;
210703;1800;;79;;
210703;1900;;185;;
210703;2000;;181;;
210703;2100;;131;;
210703;2200;;305;;
210703;2300;;197;;
210704;0000;;156;;
210704;0100;;286;;
210704;0200;;317;;
210704;0300;;165;;
210704;0400;;166;;
210704;0500;;125;;
210704;0600;;122;;
210704;0700;;87;;
210704;0800;;63;;
210704;0900;;85;;
210704;1000;;68;;
210704;1100;;50;;
210704;1200;;34;;
210704;1300;;32;;
210704;1400;;18;;
210704;1500;;20;;
210704;1600;;34;;
210704;1700;;39;;
210704;1800;;39;;
210704;1900;;37;;
210704;2000;;203;;
210704;2100;;181;;
210704;2200;;141;;
210704;2300;;140;;
210705;0000;;236;;
210705;0100;;221;;
210705;0200;;102;;
210705;0300;;30;;
210705;0400;;27;;
210705;0500;;28;;
210705;0600;;27;;
210705;0700;;23;;
210705;0800;;45;;
210705;0900;;42;;
210705;1000;;74;;
210705;1100;;87;;
210705;1200;;86;;
210705;1300;;68;;
210705;1400;;76;;
210705;1500;;86;;
210705;1600;;93;;
210705;1700;;99;;
210705;1800;;62;;
210705;1900;;85;;
210705;2000;;139;;
210705;2100;;61;;
210705;2200;;147;;
210705;2300;;174;;
210706;0000;;143;;
210706;0100;;112;;
210706;0200;;114;;
210706;0300;;109;;
210706;0400;;51;;
210706;0500;;25;;
210706;0600;;30;;
210706;0700;;35;;
210706;0800;;37;;
210706;0900;;59;;
210706;1000;;50;;
210706;1100;;55;;
210706;1200;;39;;
210706;1300;;25;;
210706;1400;;28;;
210706;1500;;29;;
210706;1600;;22;;
210706;1700;;84;;
210706;1800;;70;;
210706;1900;;68;;
210706;2000;;113;;
210706;2100;;89;;
210706;2200;;110;;
210706;2300;;67;;
210707;0000;;74;;
210707;0100;;63;;
210707;0200;;59;;
210707;0300;;61;;
210707;0400;;65;;
210707;0500;;77;;
210707;0600;;82;;
210707;0700;;52;;
210707;0800;;43;;
210707;0900;;96;;
210707;1000;;117;;
210707;1100;;72;;
210707;1200;;59;;
210707;1300;;56;;
210707;1400;;;;
210707;1500;;;;
210707;1600;;18;;
210707;1700;;29;;
210707;1800;;33;;
210707;1900;;43;;
210707;2000;;49;;
210707;2100;;37;;
210707;2200;;52;;
210707;2300;;260;;
210708;0000;;265;;
210708;0100;;153;;
210708;0200;;79;;
210708;0300;;102;;
210708;0400;;55;;
210708;0500;;39;;
210708;0600;;27;;
210708;0700;;34;;
210708;0800;;80;;
210708;0900;;101;;
210708;1000;;95;;
210708;1100;;46;;
210708;1200;;43;;
210708;1300;;32;;
210708;1400;;22;;
210708;1500;;38;;
210708;1600;;20;;
210708;1700;;22;;
210708;1800;;36;;
210708;1900;;60;;
210708;2000;;72;;
210708;2100;;132;;
210708;2200;;217;;
210708;2300;;72;;
210709;0000;;158;;
210709;0100;;104;;
210709;0200;;138;;
210709;0300;;50;;
210709;0400;;68;;
210709;0500;;23;;
210709;0600;;23;;
210709;0700;;24;;
210709;0800;;30;;
210709;0900;;45;;
210709;1000;;60;;
210709;1100;;53;;
210709;1200;;26;;
210709;1300;;24;;
210709;1400;;40;;
210709;1500;;50;;
210709;1600;;33;;
210709;1700;;;;
210709;1800;;72;;
210709;1900;;107;;
210709;2000;;48;;
210709;2100;;28;;
210709;2200;;18;;
210709;2300;;18;;
210710;0000;;17;;
210710;0100;;14;;
210710;0200;;9;;
210710;0300;;8;;
210710;0400;;6;;
210710;0500;;8;;
210710;0600;;11;;
210710;0700;;10;;
210710;0800;;9;;
210710;0900;;7;;
210710;1000;;16;;
210710;1100;;20;;
210710;1200;;18;;
210710;1300;;12;;
210710;1400;;15;;
210710;1500;;11;;
210710;1600;;11;;
210710;1700;;25;;
210710;1800;;50;;
210710;1900;;40;;
210710;2000;;36;;
210710;2100;;25;;
210710;2200;;25;;
210710;2300;;23;;
210711;0000;;21;;
210711;0100;;22;;
210711;0200;;16;;
210711;0300;;17;;
210711;0400;;15;;
210711;0500;;13;;
210711;0600;;18;;
210711;0700;;12;;
210711;0800;;16;;
210711;0900;;10;;
210711;1000;;16;;
210711;1100;;19;;
210711;1200;;18;;
210711;1300;;22;;
210711;1400;;20;;
210711;1500;;19;;
210711;1600;;24;;
210711;1700;;25;;
210711;1800;;37;;
210711;1900;;52;;
210711;2000;;183;;
210711;2100;;75;;
210711;2200;;62;;
210711;2300;;44;;
210712;0000;;36;;
210712;0100;;35;;
210712;0200;;53;;
210712;0300;;57;;
210712;0400;;56;;
210712;0500;;67;;
210712;0600;;59;;
210712;0700;;62;;
210712;0800;;125;;
210712;0900;;81;;
210712;1000;;80;;
210712;1100;;73;;
210712;1200;;77;;
210712;1300;;79;;
210712;1400;;54;;
210712;1500;;30;;
210712;1600;;85;;
210712;1700;;96;;
210712;1800;;95;;
210712;1900;;130;;
210712;2000;;110;;
210712;2100;;138;;
210712;2200;;159;;
210712;2300;;41;;
210713;0000;;45;;
210713;0100;;43;;
210713;0200;;29;;
210713;0300;;20;;
210713;0400;;21;;
210713;0500;;21;;
210713;0600;;24;;
210713;0700;;20;;
210713;0800;;20;;
210713;0900;;23;;
210713;1000;;24;;
210713;1100;;25;;
210713;1200;;26;;
210713;1300;;31;;
210713;1400;;38;;
210713;1500;;42;;
210713;1600;;22;;
210713;1700;;31;;
210713;1800;;37;;
210713;1900;;28;;
210713;2000;;26;;
210713;2100;;24;;
210713;2200;;20;;
210713;2300;;20;;
210714;0000;;;24;
210714;0100;;19;;
210714;0200;;20;;
210714;0300;;15;;
210714;0400;;14;;
210714;0500;;16;;
210714;0600;;13;;
210714;0700;;13;;
210714;0800;;8;;
210714;0900;;16;;
210714;1000;;19;;
210714;1100;;20;;
210714;1200;;;24;
210714;1300;;24;;
210714;1400;;21;;
210714;1500;;29;;
210714;1600;;26;;
210714;1700;;24;;
210714;1800;;28;;
210714;1900;;28;;
210714;2000;;33;;
210714;2100;;24;;
210714;2200;;24;;
210714;2300;;23;;
210715;0000;;17;;
210715;0100;;18;;
210715;0200;;13;;
210715;0300;;12;;
210715;0400;;13;;
210715;0500;;16;;
210715;0600;;16;;
210715;0700;;11;;
210715;0800;;20;;
210715;0900;;15;;
210715;1000;;25;;
210715;1100;;21;;
210715;1200;;28;;
210715;1300;;24;;
210715;1400;;21;;
210715;1500;;21;;
210715;1600;;22;;
210715;1700;;32;;
210715;1800;;60;;
210715;1900;;38;;
210715;2000;;157;;
210715;2100;;234;;
210715;2200;;178;;
210715;2300;;210;;
210716;0000;;123;;
210716;0100;;121;;
210716;0200;;164;;
210716;0300;;89;;
210716;0400;;114;;
210716;0500;;62;;
210716;0600;;56;;
210716;0700;;37;;
210716;0800;;31;;
210716;0900;;78;;
210716;1000;;80;;
210716;1100;;61;;
210716;1200;;35;;
210716;1300;;8;;
210716;1400;;16;;
210716;1500;;19;;
210716;1600;;19;;
210716;1700;;16;;
210716;1800;;40;;
210716;1900;;65;;
210716;2000;;66;;
210716;2100;;105;;
210716;2200;;24;;
210716;2300;;20;;
210717;0000;;29;;
210717;0100;;21;;
210717;0200;;21;;
210717;0300;;19;;
210717;0400;;22;;
210717;0500;;17;;
210717;0600;;16;;
210717;0700;;16;;
210717;0800;;12;;
210717;0900;;12;;
210717;1000;;23;;
210717;1100;;13;;
210717;1200;;14;;
210717;1300;;13;;
210717;1400;;16;;
210717;1500;;14;;
210717;1600;;12;;
210717;1700;;22;;
210717;1800;;61;;
210717;1900;;60;;
210717;2000;;42;;
210717;2100;;33;;
210717;2200;;29;;
210717;2300;;22;;
210718;0000;;25;;
210718;0100;;17;;
210718;0200;;19;;
210718;0300;;14;;
210718;0400;;15;;
210718;0500;;16;;
210718;0600;;17;;
210718;0700;;18;;
210718;0800;;16;;
210718;0900;;19;;
210718;1000;;28;;
210718;1100;;21;;
210718;1200;;25;;
210718;1300;;22;;
210718;1400;;16;;
210718;1500;;13;;
210718;1600;;17;;
210718;1700;;27;;
210718;1800;;54;;
210718;1900;;51;;
210718;2000;;254;;
210718;2100;;115;;
210718;2200;;120;;
210718;2300;;186;;
210719;0000;;234;;
210719;0100;;249;;
210719;0200;;167;;
210719;0300;;113;;
210719;0400;;82;;
210719;0500;;60;;
210719;0600;;71;;
210719;0700;;79;;
210719;0800;;153;;
210719;0900;;71;;
210719;1000;;43;;
210719;1100;;33;;
210719;1200;;17;;
210719;1300;;18;;
210719;1400;;22;;
210719;1500;;27;;
210719;1600;;21;;
210719;1700;;24;;
210719;1800;;38;;
210719;1900;;75;;
210719;2000;;48;;
210719;2100;;220;;
210719;2200;;130;;
210719;2300;;185;;
210720;0000;;162;;
210720;0100;;227;;
210720;0200;;191;;
210720;0300;;117;;
210720;0400;;80;;
210720;0500;;72;;
210720;0600;;69;;
210720;0700;;138;;
210720;0800;;106;;
210720;0900;;85;;
210720;1000;;44;;
210720;1100;;25;;
210720;1200;;20;;
210720;1300;;21;;
210720;1400;;21;;
210720;1500;;22;;
210720;1600;;13;;
210720;1700;;19;;
210720;1800;;42;;
210720;1900;;51;;
210720;2000;;106;;
210720;2100;;215;;
210720;2200;;230;;
210720;2300;;168;;
210721;0000;;154;;
210721;0100;;221;;
210721;0200;;100;;
210721;0300;;85;;
210721;0400;;79;;
210721;0500;;57;;
210721;0600;;38;;
210721;0700;;33;;
210721;0800;;53;;
210721;0900;;67;;
210721;1000;;56;;
210721;1100;;42;;
210721;1200;;33;;
210721;1300;;32;;
210721;1400;;27;;
210721;1500;;31;;
210721;1600;;39;;
210721;1700;;35;;
210721;1800;;54;;
210721;1900;;141;;
210721;2000;;126;;
210721;2100;;252;;
210721;2200;;289;;
210721;2300;;121;;
210722;0000;;93;;
210722;0100;;294;;
210722;0200;;114;;
210722;0300;;57;;
210722;0400;;50;;
210722;0500;;59;;
210722;0600;;41;;
210722;0700;;35;;
210722;0800;;48;;
210722;0900;;53;;
210722;1000;;56;;
210722;1100;;69;;
210722;1200;;125;;
210722;1300;;58;;
210722;1400;;33;;
210722;1500;;32;;
210722;1600;;42;;
210722;1700;;47;;
210722;1800;;44;;
210722;1900;;48;;
210722;2000;;46;;
210722;2100;;38;;
210722;2200;;40;;
210722;2300;;36;;
210723;0000;;33;;
210723;0100;;32;;
210723;0200;;31;;
210723;0300;;31;;
210723;0400;;32;;
210723;0500;;24;;
210723;0600;;18;;
210723;0700;;20;;
210723;0800;;19;;
210723;0900;;21;;
210723;1000;;24;;
210723;1100;;24;;
210723;1200;;29;;
210723;1300;;31;;
210723;1400;;25;;
210723;1500;;37;;
210723;1600;;39;;
210723;1700;;37;;
210723;1800;;;111;
210723;1900;;124;;
210723;2000;;135;;
210723;2100;;108;;
210723;2200;;105;;
210723;2300;;95;;
210724;0000;;68;;
210724;0100;;66;;
210724;0200;;54;;
210724;0300;;45;;
210724;0400;;42;;
210724;0500;;44;;
210724;0600;;39;;
210724;0700;;46;;
210724;0800;;55;;
210724;0900;;74;;
210724;1000;;90;;
210724;1100;;72;;
210724;1200;;75;;
210724;1300;;44;;
210724;1400;;36;;
210724;1500;;38;;
210724;1600;;28;;
210724;1700;;36;;
210724;1800;;66;;
210724;1900;;63;;
210724;2000;;65;;
210724;2100;;95;;
210724;2200;;57;;
210724;2300;;54;;
210725;0000;;51;;
210725;0100;;45;;
210725;0200;;36;;
210725;0300;;27;;
210725;0400;;32;;
210725;0500;;23;;
210725;0600;;33;;
210725;0700;;30;;
210725;0800;;25;;
210725;0900;;27;;
210725;1000;;38;;
210725;1100;;41;;
210725;1200;;31;;
210725;1300;;22;;
210725;1400;;17;;
210725;1500;;10;;
210725;1600;;26;;
210725;1700;;27;;
210725;1800;;32;;
210725;1900;;20;;
210725;2000;;32;;
210725;2100;;31;;
210725;2200;;27;;
210725;2300;;36;;
210726;0000;;15;;
210726;0100;;5;;
210726;0200;;19;;
210726;0300;;13;;
210726;0400;;13;;
210726;0500;;9;;
210726;0600;;20;;
210726;0700;;22;;
210726;0800;;10;;
210726;0900;;12;;
210726;1000;;15;;
210726;1100;;11;;
210726;1200;;9;;
210726;1300;;14;;
210726;1400;;14;;
210726;1500;;15;;
210726;1600;;14;;
210726;1700;;15;;
210726;1800;;18;;
210726;1900;;32;;
210726;2000;;14;;
210726;2100;;15;;
210726;2200;;13;;
210726;2300;;13;;
210727;0000;;15;;
210727;0100;;14;;
210727;0200;;15;;
210727;0300;;11;;
210727;0400;;14;;
210727;0500;;11;;
210727;0600;;9;;
210727;0700;;14;;
210727;0800;;14;;
210727;0900;;16;;
210727;1000;;21;;
210727;1100;;18;;
210727;1200;;12;;
210727;1300;;19;;
210727;1400;;15;;
210727;1500;;18;;
210727;1600;;16;;
210727;1700;;22;;
210727;1800;;32;;
210727;1900;;75;;
210727;2000;;150;;
210727;2100;;170;;
210727;2200;;177;;
210727;2300;;263;;
210728;0000;;307;;
210728;0100;;22;;
210728;0200;;19;;
210728;0300;;20;;
210728;0400;;19;;
210728;0500;;19;;
210728;0600;;17;;
210728;0700;;18;;
210728;0800;;20;;
210728;0900;;21;;
210728;1000;;27;;
210728;1100;;33;;
210728;1200;;47;;
210728;1300;;59;;
210728;1400;;32;;
210728;1500;;16;;
210728;1600;;24;;
210728;1700;;;;
210728;1800;;;;
210728;1900;;96;;
210728;2000;;200;;
210728;2100;;500;;
210728;2200;;405;;
210728;2300;;117;;
210729;0000;;;;
210729;0100;;;;
210729;0200;;137;;
210729;0300;;99;;
210729;0400;;37;;
210729;0500;;52;;
210729;0600;;;;
210729;0700;;;;
210729;0800;;;;
210729;0900;;;;
210729;1000;;;;
210729;1100;;;;
210729;1200;;;;
210729;1300;;;;
210729;1400;;;;
210729;1500;;;;
210729;1600;;;;
210729;1700;;37;;
210729;1800;;48;;
210729;1900;;30;;
210729;2000;;313;;
210729;2100;;144;;
210729;2200;;250;;
210729;2300;;106;;
210730;0000;;179;;
210730;0100;;179;;
210730;0200;;188;;
210730;0300;;125;;
210730;0400;;61;;
210730;0500;;120;;
210730;0600;;79;;
210730;0700;;;;
210730;0800;;;;
210730;0900;;;;
210730;1000;;;;
210730;1100;;;;
210730;1200;;;;
210730;1300;;33;;
210730;1400;;35;;
210730;1500;;36;;
210730;1600;;30;;
210730;1700;;40;;
210730;1800;;72;;
210730;1900;;110;;
210730;2000;;140;;
210730;2100;;153;;
210730;2200;;206;;
210730;2300;;190;;
210731;0000;;242;;
210731;0100;;122;;
210731;0200;;38;;
210731;0300;;30;;
210731;0400;;24;;
210731;0500;;26;;
210731;0600;;23;;
210731;0700;;22;;
210731;0800;;23;;
210731;0900;;20;;
210731;1000;;19;;
210731;1100;;16;;
210731;1200;;20;;
210731;1300;;21;;
210731;1400;;19;;
210731;1500;;20;;
210731;1600;;22;;
210731;1700;;24;;
210731;1800;;31;;
210731;1900;;82;;
210731;2000;;124;;
210731;2100;;281;;
210731;2200;;278;;
210731;2300;;136;;
210801;0000;;97;;
210801;0100;;141;;
210801;0200;;83;;
210801;0300;;78;;
210801;0400;;61;;
210801;0500;;52;;
210801;0600;;55;;
210801;0700;;20;;
210801;0800;;16;;
210801;0900;;22;;
210801;1000;;21;;
210801;1100;;23;;
210801;1200;;21;;
210801;1300;;29;;
210801;1400;;34;;
210801;1500;;26;;
210801;1600;;20;;
210801;1700;;21;;
210801;1800;;37;;
210801;1900;;32;;
210801;2000;;147;;
